,label,review
107153,0,我这是招人，不是征婚~~妹纸！[晕]//@糖?: 靠谱的青年可以去报名哦！待遇优厚有意者请私信马大旗[g思考]
15394,1,突然有些儿怀疑：她家咋会有这么多如此大小的孩子？这难道是幼儿园的校车？//@中国民声论坛:要小心啊！//@郑-波:还是个女司机，这那是电动车，这是嘉陵125[哈哈]强悍！
14214,1,[可爱]，加上我吧@现代汽车 //@梁静晶1984:求参与[馋嘴]@文思清扬 @尹蔚 //@zqb黄少华:哈哈，同报名 //@和玲_禾禾:报名了！ //@奚冰婷: [耶] //@第一财经刘霞: 这么快就又来了啊！报名报名~~
55136,1,问：我感觉是假的怎么办？答：直接投诉淘宝维权。问:我能自己承担运费退给你吗？答：不能，我要是卖假货你就应该投诉而不是私下解决。问：我从你这里买，送出去了。我没法投诉什么的。我人都不在中国。[哈哈][闭嘴]
101291,0,节操哪？！[抓狂][抓狂]好邪恶――话说淫家也没有闲着啊！EX享受够了换下家呗～[挤眼][挤眼]神回复来了――舌头能打结。。。那他能打出一避孕环么？？？[?][?]#谁也不敢@ 的一条#
108907,0,一看就知道是假新闻，怎么感觉是为某门户网站拉流量？！//@江苏商报: …………//@江苏商报吴大眼: 一定是我看错了一定是我看错了一定是我看错了。。。[抓狂][衰] //@yzqcyy:品味独特 //@米米目目:一上班就看到这条消息，忍心不住转发，因为觉得她俩太太太太太。。。般配了！
52709,1,"【#超级笑星#过年啦！】今天是腊月二十五，俗话说，“二十五，磨豆腐”。豆腐与""头富""音相似，被人们寄予了新年""富贵""希望。[鼓掌]同时对""吃货""来说，春节盛宴已经开始，年夜饭的菜单上怎能没有豆腐？[哈哈]距离春节仅剩5天，年三十晚19:30~《超级笑星大拜年》~大伙一起迎接舌尖上的#超级笑星#哦！"
46389,1,就是????有完没完有完没完了？？[打哈欠]//@薇妮无比: 哎呀~我勒个！//@崇福小会计: [哈哈]//@经典丶微小说: 道出了很多人的心声有木有！[嘻嘻]
56633,1,[思考]@胡舒立 //@新媒体董少伟:现在行不通，不代表以后行不通//@陈国权的微博: 尝试过，但都没有成功 //@中国传媒精英俱乐部:哦，国内已经有媒体在做类似尝试，不知现在进展如何？@wowa//@全中看传媒:在国内目前肯定行不通，国外还要观察[嘻嘻] //@中国传媒精英俱乐部:【“付费墙”模式行得通吗？】
103121,0,太可怕[伤心]穿个有带子的鞋就搞定了。
22918,1,【知识改变命运】一人去算命，算命先生摸骨相面换算八字后，说：你二十岁恋爱，二十五岁恋爱，三十岁生子，一生富贵平安家庭幸福晚年无忧。此人怒道：我今年三十五岁，博士，光棍，木有女朋友。先生闻言，略微沉思后说：年轻人，知识改变命运啊！[哈哈]
77713,0,还这俩人，给一个都屈得慌。 //@聂芒种:话分怎么说，这俩人配那鳖孙还是富富有余的。 //@任自言:雅萍也胖的不好看了。永强口味也就这样了。[衰]
38778,1,[鼓掌]//@云南陆良旅游: 时间夺走轻狂的眼神，耷拉了稚气的眼角，然而却沉淀出自信，让我们扬起倔强的嘴角。//@全球热门排行榜: 大爱杰伦[心]
41402,1,我在SMALL SPICE(签到3次)：原来有晚餐菜单的，要来次[哈哈]  http://t.cn/zTvSIdq
72789,0,"钱越花越多而皮肤越来越差？一定是不对症导致的[衰] 最近为了色素沉着的斑斑点点和毛孔粗大十分捉急,所以速度买来【EGF宜肌艾肤 美白淡斑祛印胶囊】[心] 据说祛疤祛斑，美白效果一级棒,小小一颗坚持使用4周会有奇迹出现[花心] 看来我的斑斑点点有救了,不求逆龄只求有效.有红血丝烦恼的妞也非常适用哒"
51488,1,@潘帕斯的蓝天白云 ，我说你怎么老惦记去日本呢 //@Jun_in_cebu:第二张图眼镜男目光...[哈哈]
18712,1,[哈哈][哈哈][哈哈]河豚有毒！
33097,1,来自加州的华人艺术家Queenie Liao是三个孩子的妈妈，日前她发布了自己最新的艺术作品“Wengenn in Wonderland”，在这个系列作品中，她的宝宝经历了一场又一场奇幻的旅行。生活中的有趣莫过于奇思妙想了，欢迎小伙伴们也来晒晒自己有趣的点子~[亲亲]
43626,1,[哈哈]//@蓝楹飞雨: [哈哈]//@段子之父:你那叫单身吗？你那叫光棍。[哈哈]
70657,0,回复@SashaTsang:我说了的，不加了嘛[泪] //@SashaTsang:加不加v? //@韦道甫:不加了，谢谢啊！  //@箐多心智na5E1:亲加v么！[黑8]您需要粉丝么？今日活动 <贰拾元10000>扣扣热门微博、联系小鱼+q【43123--0509】
113509,0,很饿很馋~~想吃便宜坊的烤鸭、川办的水煮鱼、口水鸡、京味楼的艾窝窝、西贝的拌面筋、陕西油泼面，还有饺子包子馅饼扁豆焖面炸酱面、煎饼果子、嘎巴菜.........越想越饿，越琢磨越馋........[抓狂]
3718,1,"[太开心] //@微博搞笑排行榜:“表哥"" ""表叔""都是浮云，国表才是真王道！"
38395,1,荷兰的一切都喜欢[嘻嘻]
71070,0,??晚?吃了三?多小?，我想睡啊！[汗][汗][泪][泪]
61024,0,#活动回顾#美食兵团第二期，再次用绳命做测评！7种咖啡！[晕][晕]
36908,1,【#超级笑星#微直播】东北小夫妻@超级笑星_刘亮 @笑星白鸽 舞台上稀里糊涂韩语对话~大家听懂了么？[哈哈]现场选美女搭档、重温倩女幽魂哦！[挤眼]这最后一组选手的节目笑果如何？大家觉得呢？
47766,1,#网媒看江西#你能想象这里是一个吃饭的地方吗？没错！这里就是南昌红谷滩颐景园老街坊。品南昌文化，感受老南昌，尝南昌美食，就来@南昌景园官方微博 吧！绝对值得你来！[哈哈][爱你][给力]
82803,0,加油宝贝活下去 //@潘长江:加油宝贝！活下去！//@邓涛姐姐:活下去！宝宝[伤心] //@编剧彭三源:阿弥陀佛！加油宝贝，活下去！
103294,0,从16日上午7点又做车夫、又做杂工的忙了十几个小时刚回家，最后还受了一肚子的冤枉气！[怒][怒][怒][怒][怒][怒]实在压抑不住发微薄泄气！
89390,0,@天气预报-北京气象台 [酷] //@朱斌:天呐！今天我要早点回家！[衰] //@吴尊家的宝:我是来看评论的[哈哈][哈哈][哈哈][哈哈]
114713,0,"今天的第五个小时，上课ing,下这节还有三个小时。[抓狂][抓狂][抓狂][抓狂][抓狂][抓狂][抓狂]"
28966,1,#幸福食客# 美食组成的国旗。[威武] 哪个才是你的最爱？！[爱你]
111820,0,头一次自己喝酒！！以前自己都不下去，这次自己一瓶不够！继续！[泪][泪][泪]！
50188,1,就今年年底//@杨雯yaa: 回复@不负行者:年根儿底下辛苦两位葛格南下奔波，来年这奖咱一定在家门口发！如何[亲亲][太开心]@不负行者 @玩家老黄 @王强scott @秦洲同 //@不负行者:[给力]@玩家老黄 @玩家传播老张 //@不负行者:期待奖项全部最终揭晓，2013，三亚旅行风向标！@杨雯yaa @玩家传播老张
92062,0,[哈哈][哈哈][哈哈] //@蛤蟆灵仙儿:今天肯定吃荤的吧[哈哈][哈哈]连核桃都油油的 //@歌手含笑:[哈哈][哈哈][哈哈]  //@小德文玩-顽主:你也知道了？ //@?儿她爹: [泪][泪][泪][泪]...真够坏的他可@文道-乾龙 @小德文玩-顽主@文玩天下官方微博@文玩迷网@鼓楼老谢文玩
58870,1,我想知道，“强大”作为一个抽象的形容词，是如何使用为好？这或许不止和车有关系，还有开车人的水平吧……我考驾照时，真心觉得五十铃货车动力超级强大[嘻嘻][嘻嘻]
118205,0,连累了别人，是最烦人的事情，抱歉，我的朋友，我是无奈派！[怒]
47461,1,回复@刘颖SEO:你不吃啊？哈哈 //@刘颖SEO:我看可以，其他人负责吃 //@曾老师的生涯小厨:分享一下呗[哈哈]
70956,0,挺住。你在干大事情！//@卡尔松的胖头: 能不这么刺激我吗？很多重要时刻被无情pass了[泪]
35991,1,钱佳安，你是最棒的！[爱你]
46497,1,厉害！//@吴亚芹09://@全球潮流馆:太糗啦！[哈哈]
2577,1,回复@康珠:谢亲[太阳] //@康珠:生日快乐。 //@明星经纪貊苒MoRan:起哄是吧？跟我一块儿打[嘻嘻] //@果果和团团:[鼓掌] //@明星经纪貊苒MoRan:回复@阿佳组合娜姆:必须哒[奥特曼][奥特曼][奥特曼]！刚从寺院出来，心很静…但不影响打坏人[haha][haha][haha][奥特曼]
102249,0,让我想起那位被萝莉用平底锅拍成植物人的大叔[吃惊][晕]
2493,1,哈哈哈[哈哈][哈哈][哈哈][哈哈] //@俭小鱼:[哈哈][哈哈]服啦~ @下雨的天堂313 //@于茜theWeek: @庄雅婷 ?
60636,0,[泪]//@无所不在的豆豆: @QuerMumu //@阿信: 第555?微博：），我不??你一?人。
8437,1,[哈哈]//@长了腿的狗尾巴草: @Nikki南芳 姐姐是这样么。？
60402,0,回复 @钱红:我当时真崩溃了，我去给我家球球买狗粮了，当时站在那里愣了1分钟。 //@钱红:[抓狂]
16098,1,我为什么就不这样？[哈哈]
53757,1,激动，有点不太相信是真的！[嘻嘻][嘻嘻]做梦呢？
115278,0,我突然想起某人舅舅家的狗狗叫李逵。好惨啊[泪]@东子-gmzlp
74895,0,尼玛倒霉看个大雁塔喷泉做个公交车刚开没几步车上有人喊相机丢了都快炸开锅了又热又闷[泪]报警了警察还不来[泪] 我在:http://t.cn/zOdfZNG
39778,1,谢谢你，看了你嘴坏，心好啊[爱你][爱你][爱你][哈哈][哈哈][哈哈]//@嘉大炮火力全开:@培轩博文
7452,1,走起！ //@李晨nic:我来啦[嘻嘻][嘻嘻]
9505,1,末日后就是新开始了，忘记以往的不快出外走走吧！[亲亲]好天气在等你！[太阳] #香港九龙公园#
28595,1,大家端午节快乐[哈哈] 今天你吃粽子了吗？
56731,1,哪里是PK，我们向叔叔学习，向美食致敬[爱你] //@媛大疯改名儿让你们艾特我占地方: 好嘞~下次去南锣pk~~//@菊儿小枣: 有空先让我们尝尝叔叔的手艺吧[可爱] //@媛大疯改名儿让你们艾特我占地方:可以考虑让爸爸跟你们合作哦~~~哈哈哈[偷笑][偷笑][偷笑]//@菊儿小枣: 没让你吃好，对不住啦朋友[呵呵]
65960,0,@安娜酥 看这个去？ //@土摩托:去起哄[嘻嘻]//@老狼: 小剧场，现眼也就几百人看见哈，我媳妇是这么给我打气的。[抓狂] //@李静:狼哥终于敢演戏了[做鬼脸] //@赵赵:好脐带内～～～[鼓掌] //@老潘:狼同学会在剧中唱N首好听的歌[花心]，最近每天在紧锣密鼓排练，本周六公演啦[来][来]
111706,0,开吃啦，哇咔咔，我在一个很有特色的私房火锅店哈哈哈，在民族园，#傲辣火锅#，明天继续上班啦杯具[晕] 据说这个地址很近哈。。@傲辣火锅AuraHotpot @微美食北京 @刺猬虎妞儿 @mini小狐 @给我一支烟cigarette @大高雪 @速速溶溶 @可爱多多饭一锅 大家吃饭了么？ 我在这里:#朝阳区# http://t.cn/zOfQPBO
48929,1,谢谢大家对我们酒店的稀饭与支持~感动+高兴+~~[抱抱] //@长腿叔叔:星野虹夕诺雅酒店的视频，故地重游吧 @realchi @gaowen @背包客小鹏 @Mr于川 //@星野集团：终于找到你了！7月13日@BTV四海漫游 。#虹夕诺雅 京都#部分~
113786,0,[怒] //@mentalist10000:为了多赚钱，什么事都可能被这些无良商家想出来[挖鼻屎][鄙视] //@妖妖C世界: 真无要面孔！[怒]
108749,0,这都四天了，怎么感觉还严重了呢？！[泪][围观][悲伤]
12306,1,#小西驾到#作为一个胖纸，多希望有天突然就这样瘦了。。。[哈哈]
4973,1,神一样的中国农村信用社//@刘进: 回复@Daniel-汉堡他爹:严肃点！告诉我你的经纬度！崔哥@平壤崔成浩 的大埔洞导弹！随时让你受不了！ //@Daniel-汉堡他爹:哈哈哈 笑死我了[哈哈]
14103,1,[拜拜]//@lap-tina:毕老师晚安！[拜拜]//@俺叫老鬼: [干杯]//@lap-tina:[哈哈]//@瑞龟吉祥: [哈哈][酷][鼓掌][赞]
89335,0,[泪][泪][泪]//@热门时尚坊:一生至少该有一次，为了某个人而忘了自己
11686,1,[汗] //@沈宏非:[哈哈][哈哈][哈哈]
87198,0,耻辱啊//@玫瑰庚: 中国的大叔大妈们，你们还淡定吗？//@微博搞笑排行榜:简直是国耻！[抓狂]
52390,1,2014第一个早晨，从腹肌训练计划开始[鼓掌]
38201,1,[赞] //@优滋优格:不然再来一份？[哈哈]
7110,1,公布大奖的时刻到啦?经过我们的统计，第二周最热情的粉丝是@?城天使-?? 恭喜这位小伙伴，将获得价值568的DMK-35RCLF 一台！请将快递信息私信给我，希望可以将更多美食分享给大家[鼓掌]没获奖的小伙伴不要灰心，我们的活动仍在继续，更多好礼在后面！
1793,1,神仙算不上，怪兽也不是！就是来拯救地球人了！//@冥界红花: 你是短迪大魔王还是神仙？ //@好人文姬:哈哈！是救地球人来了！ //@吴大庆Michael:猴子你是来请救兵的么？[嘻嘻]//@鱼之圆: 你是救兵请来的猴子么？//@Mars_YI:你是猴子请来的救兵吗
107615,0,今天拿出一盒昨天买的特仑苏，喝了感觉味道不对。一看我就崩溃了。。尼玛，特仓苏！！ [泪]
76830,0,今天没吃真功夫，真开心，吃的吉野家。。。。[衰]
22658,1,”做一个徘徊在牛A和牛C之间的人”，这是中午见到的一车标，哈哈！谁有更过瘾的车标，发上来分享分享。[嘻嘻]
99574,0,#夜半惊魂#今早凌晨4点，一陌生男子狂敲我家大门，喊着让给他开门，估计是喝醉了，打电话报警，10几分钟后他自行离去。身为脑补帝的我还以为是清明时节的好兄弟上门，差点吓尿[泪][抓狂]
60242,0,回复@修雯格格: 没事儿，你有体制保护着呢！//@修雯格格:电视人表示鸭梨很大呀[晕]
79200,0,求提拔！[泪] //@何土匪:哟，土豪版的！哟！@魏雄杰-John @拉萨王郢 @ROC草儿 @罗罗的阳光味道
44395,1,脱光，脱光//@周?-小尖果儿:晚上见筒子们[嘻嘻]//@周?-小尖果儿:@谦祥益 文苑 订票电话27053206[耶]
52502,1,你???了？?在玩木?？[嘻嘻][嘻嘻][嘻嘻]@李?男LL
34507,1,#暴走老师# 大连话必须统治世界哈[哈哈] 详情:http://t.cn/zTeL25R
118159,0,[汗][顶][生病][抓狂]
10598,1,回复@大鹏背包走天下:大鹏哥，立即补上！[嘻嘻]丽江大亨在这，刚没有艾特完，嘿嘿！ 这下看你的介绍啦！ //@大鹏背包走天下:哈哈，不@我
28555,1,bingo！！！肴肴最渊博了～[爱你]亲们不要忘记小亭，记得艾特小亭哟～//@云海肴:四角豆也是@云海肴亭云幸福馆 的经典南洋菜之一哟，营养价值非常高，被称为“绿色金子”哟[哈哈]
110953,0,子欲养而亲不待，珍惜与老人在一起的时光！[泪]
88062,0,收拾衣橱，看到当年答辩时的衣服，彼时彼景，记忆犹深。如今已是师生天涯永隔。[泪]
43351,1,【#超级笑星# 经典回顾】昨晚《超级笑星》评委纷争再升级，唇枪舌战精彩不断，不知大家最喜欢哪位评委老师呢[嘻嘻]~？今天小编给大家带来由大兵老师和李金斗、赵卫国老师在春晚上表演的一段相声《免费电话》，这免费电话难道是天上掉的馅儿饼么[思考]？下午工作前快来轻松一下~http://t.cn/SUaLLI
27655,1,好像也不是我[嘻嘻] //@Mus娜娜：内天谁说我像阿拉蕾来的?~@彭祖是彭大祖也是彭小 @蔡丽娜Vita @小新_ALLEN
37125,1,[泪] //@北京熊麦宠物医院:[泪] //@心尖尖心肝肝:[泪][爱你][心]@北京熊麦宠物医院 @海小绵de派大星 @Maximus_K @桃之妖妖711  比人更重感情[泪][泪]
104422,0,[晕] //@卤吸吸:哈哈哈哈哈哈哈评论笑尿！！//@风吹鸡巴蛋打颤: 评论哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
67650,0,[泪]问题很严重 //@Ciky的角落:我也挂过，但那时我挂出来的显然没你这么可怕。我肩膀两处颜色明显些，其他地方类似抓痕。看来你问题不小啊！
50276,1,我能喝9两[嘻嘻]行吗//@热点红姨:如果把年龄改成50岁以上，我就报名啦，我的酒量一斤没问题@夏花590 你考虑吗？会喝酒吗？//@邱国军餐饮世界: @餐饮世界杂志社 @餐饮世界赵泽瀛 @热点红姨
44910,1,"此时此刻中国艺术家岳敏君在巴黎FondationCartier的个展""大笑的阴影""开幕式正在如火如荼的进行中。今天巴黎天气寒冷，但也阻止不了大批的热爱中国当代艺术的法国各行业精英聚集一堂欣赏岳敏君的作品。祝愿更多的中国当代艺术家走向世界！[鼓掌][鼓掌][鼓掌] 我在:http://t.cn/zjzE8ZN"
96557,0,回复@敲不死-:敲兄，你太友善了。要不要平壤户口？//@敲不死-:最右，请不要把自己国家的垃圾扔到友国去！[怒]//@无V崔圆圆:请问：这两位属阳性吗？ //@禅茶一味zld:朝鲜的寡妇越来越多，我看把司马南、孔庆东他们几个送去连姻挺不错的。
69768,0,[晕]我在村里叫毛来，不过俺家亲还不赖，叫来财[嘻嘻]
93859,0,如果干小姐想从良，第一件事就是把网络上各种不良照片删除吧！@V的山寨 分享一下你的经验吧！[哈哈][鄙视][衰]
54509,1,两位的推荐很实用啊[哈哈]
3242,1,回复@炒面章鱼烧:因为几经拆迁，目前也不确定搬到哪里了，大家正在讨论 //@炒面章鱼烧:恩，得看里面是什么馅儿的，韭菜鸡蛋那种就叫菜盒子，肉多的就叫肉盒子~[嘻嘻]不过没北京的个儿大，话说这个没写地址呀？在哪儿呢？ //@墙根网-蜗牛:肉盒子 //@炒面章鱼烧: 这东西在天津貌似叫菜盒子
18258,1,再有一小时，我的端午代班任务就完成了啦[鼓掌]。明天想去大爱音乐节，不知气氛好不好？
94169,0,第一分钟就泪奔……[泪]既然你把生命交给了我，那就让我陪你度过一生……
84383,0,除了第七全中[晕]，这个有科学依据嘛！！！！
56597,1,回复@muxue1986:欢迎您来，鼓励分享。 //@muxue1986:回复@北京姚记炒肝店-官方:好的谢谢！一直想去鼓楼的那家，看微博上说那家人太多了，这回去北新桥看看去呵呵[嘻嘻]。 //@北京姚记炒肝店-官方:忠实粉丝[抱抱]，您的支持是对我们的最大鼓励。
81946,0,近日，有媒体报道《宫3》女主演之一戴娇倩在受访时承认故事内核的确来自《梅花烙》。于正在看到这条消息后怒斥戴娇倩黑《宫3》，随后于正秒删该微博却把矛头转向媒体，还称相信戴娇倩，一众网友质疑其炒作。之后他第三次发微博，为自己解释称爆脾气过于冲动。[衰]
25540,1,最主要是秩序有条不紊//@ika_alice: 这张很有感觉耶，感觉是摩托车大赛~[哈哈]
90182,0,这两天生病，食欲差，吃的少，想起好久没有上秤了，今儿是不是可以过过磅捏？没准儿会有惊喜呢后后后~~[得意地笑]于是…………好吧具体结果我们就不谈了，那个那个，那什么我这段日子，是不是营养摄入的有点太放肆，导致过剩得有些失控了…………[衰]
87756,0,我这么谨慎的人居然把这野污渍蹭在了我的限量版包上吸收进去了洗都洗不掉。我好想打自己巴掌。踹自己几脚。气死我了。现在洗都洗不掉。[怒]只能最后一洗。洗不掉只能认命！
109270,0,"?於在年前?血搞定的3000字[?]明天??搞秘??的工作??1500&默默地....再加500字的缺考??吧...[衰]年後又是新一?的花???咯~[兔子]???回家的12+本?也??始看了,2012~keep fighting!~[?特曼][?特曼][?特曼]"
92413,0,回复@haryang_foung:我也很娇小呀，要不我化妆伪娘一下自己上好了[泪] //@haryang_foung:我很娇小啊 免费帮你拍 哈哈哈哈
17862,1,原来是这么回事啊！[哈哈][哈哈][哈哈]
105582,0,钓鱼式收费！――新名词出来：先不发展公交逼大家买车，使劲卖车收税并发展汽车制造业及配套相关产业，然后汽油、停车费等均张起来，最后是拥堵费。这盘棋不小，是个好项目！//@风云beijing: [怒][怒][怒]
49424,1,有一定代表性 //@全球热门伤不起:[哈哈]躺着也中枪！！！
58936,1,帝都??看花，?有一番滋味在心?。[鼓掌]//@北京嘉里大酒店: 春节假期，可以家人团聚，或是南国看海，亦或是帝都看雾，都是勇敢的爱的表现[嘻嘻]
78565,0,领养代替购买 //@天之道--期盼出台动物保护法: //@-君-Jun-: 我的天啊！可怜无辜的猫猫！为什么坏人都在中国啊！我们被诅咒了吗？连生在这里的动物都受牵连！[泪][泪] //@侯小强:请用领养代替购买。 //@魅惑芝士蛋糕
108925,0,"还是上不了手机msn,关键时候不给力呀[抓狂]"
119400,0,充分体会这我提前退休的生活，逛公园。遛弯。逛超市，排队买菜。[抓狂]为什么排队的不是我爸！因为我爸掏钱，算了掏钱的是大爷
54361,1,[鼓掌][鼓掌]//@12FZ时尚网:@郎雪峰 @四爷咋啦 @台湾驻大陆记者 @包红玉 @一声炮响 @农民导演小二 @程中柳 @湘潭-九制槟榔 @尼克 @聚贤德之淋 @香港卫视宋大伟 @飞雪--杨 @杨和平导演 @龙行天下A龙哥 @林国雅V 以上微友已经被录入我们官网，老友发微博将同步在我们网站的每个分页右边。
52487,1,[哈哈][哈哈][哈哈] //@阳光文化刘聪:笑哥不嫌弃的话，我先帮你盘着[偷笑] //@歌手含笑:满天星最难盘，我的那对儿盘了一年还磨手呢[偷笑]
104757,0,//@Flora的无聊微博:哈哈哈 //@最爱顺顺:联通[泪]//@Ophelia诗意地栖居:[哈哈] //@jojomou:想起联通的客服打老公3G的号通知我家申请的宽带提速还得等一段时间，说完还很不满的说：你这手机也太难打了，打一礼拜了，今天终于打通了。老公悠悠的说：联通这破信号，你们自己都嫌弃了啊[挖鼻屎]
14892,1,恭喜[鼓掌]多发些试用装给我们啊//@慕岩百合网: 祝贺、祝福～～～你终于可以有免费化妆品，修饰下坎坷的面容啦！
91653,0,[泪][泪][泪]//@?子千?:老人家，请保重！[泪][泪][泪] //@雷神BG7: [泪] //@媒体微博助理:[泪][泪][泪]
53553,1,我的动手能力好差，做了一只很丑的鸡[哈哈][哈哈]
73395,0,年龄大了以后、找个半夜一起吃烧烤的人都这么费劲了？[泪]
17139,1,买的太多了，注意身体。我是出来打酱油的…… [嘻嘻]//@同程和平:其实从侧面说明你很强啊；// @网道刘天溢 ：回复 @徐九爷 :全都伤不起啊，嘿嘿，笑死人了，这种事都会有的 // @徐九爷 :转发此微博:杜蕾斯的植入？哥们你伤不起啊。// @EC品牌观察 : #网购体验#  【京东网购一例】
79078,0,山西竹叶青，养生之酒…谁知道呢？[晕]
17145,1,[爱你][江南style][泪流满面]精彩的难忘的夜晚！
12868,1,微笑转而不评，画面胜过言语……[哈哈]后天晚上看是怎么回事吧！[钟]
57557,1,带宠物上班......这个我喜欢[嘻嘻]@小予CAT
4945,1,【#邓文迪#分得#北京四合院#曝光 04年购入临近故宫[嘻嘻]】这座四合院位于故宫护城河以东的一个最为高档的街区，共有7间房，2004年，#默多克#以每平米4万元人民币、总价1000万元人民币的价格购入，里面有泳池、模拟高尔夫球练习场及台球室。[围观][威武] http://t.cn/8kAvdJd
5826,1,回复@凌空舞雪-百合:沙湖有很多很多只鸟儿，有17目44科178种鸟。[哈哈] //@凌空舞雪-百合:能看着几只啊？
82932,0,郭庄，姓郭的大宅子，典型的苏州园林建筑，精致小巧，但处处皆景色。它的后院有一湖水--西湖。[泪]以前的大户人家就是这么奢侈的。
94644,0,应该不是油鱼，是水鳕鱼，一种低质的鳕鱼，口感不好但无害。 //@本子妈徐剑:回复@空中的蝶:现在我家冰箱里还有油鱼！恨！ //@空中的蝶:???@宝马jj地盘 @骁尘宇星 @渐层色彩J @海音的blog   //@本子妈徐剑:[泪][泪][泪]到底我们能吃什么？！ //@本子妈徐剑:[泪][泪][泪]到底我们能吃什么？！
35983,1,留下声音来。 //@DJ佐飞:[围观] //@陈Meg蒙陈俪群:[围观][鼓掌] //@东方都市广播: [哈哈][握手]@我是志凯 @阿拉上海人晓林 @小窗-为您服务 @Lynn某某 @阿拉上海人沈蕾 @陈Meg蒙陈俪群 @DJ格桑朵朵 @DJ臻臻小厨娘 @DJ佐飞 @电台梦晓 @关键792 @吴逸伦
108800,0,穿新鞋，踩狗屎。防不胜防[衰]
82271,0,[泪]  快来安慰我1万块钱的！！！@沈-高
16127,1,518世界博物馆曰，欢迎来广东省博物馆艺外咖啡喝咖啡啦！[鼓掌][鼓掌][鼓掌]
91337,0,神马？！@每天看到大灰机 赶紧把我们家客人写的表扬信全部扫描拍照贴上来。我们要有图有真相。不能让姐妹店这么得瑟[抓狂] [可怜] //@上海朗廷扬子精品酒店：全球的朗廷酒店都秉承了Enchanting Hospitality的理念，并坚决的融入至每一个细节。感谢客人的高度赞扬，我们会继续努力哒[耶]
53729,1,回复@嘉曦雅:如此高大上[鼓掌]这个是肿么整的呢？ //@嘉曦雅:回复@小宝儿2576:是我们杂志的美版喏
55399,1,【金秋福利 植物园门票免费送】转发微博@ 2位好友，即有机会获得@厦门市园林植物园 门票及手绘地图一份！转起来~[爱你]
101280,0,实在受不了苹果下的Outlook了，果断启用苹果自带mail系统[怒]
82783,0,给钱给钱//@草色??-茹?荧荧://@招福的花园://@莲晖藕未生:还不起钱就找兔子借高利贷好了，卖地卖血卖喜儿卖身还债什么的都随你，目前敢在俺家赖账的只有白头鹰，而且俺家兔还没同意给他免单[怒]//@晋江萝卜兔子 :飞机飞回来的时候，请绕道去马来，把总理带回来，我们都有话和他聊聊，当面的
33124,1,#开心一刻# 用餐时间到！[哈哈] [哈哈] [哈哈]
64340,0,深圳看来不堵车，路真空，北京啥时候也能这样啊[抓狂]
16153,1,[哈哈]//@武晨_Sonic: 跪、趴、蹲、坐地板和躺都用过了，我这人穿衣也随便，不怕脏 //@orangecauc:你也这样么 哈哈 @武晨_Sonic //@让你乐一乐: 尼马太专业了，伤不起啊！
105976,0,[泪]千万不要放弃~
100779,0,"回复@八月雪:你在黄河滩,喝着啤酒吃着烧烤,还[泪]让我这个等老婆下班的乍整! //@八月雪: [泪]"
85261,0,想煲个汤来着。。。材料都洗好切好了才发现。。。满屋子都找不到砂锅啊啊啊。。。[泪]。。。我是上回煲汤时连锅一块儿喝肚子里去了么？？？？？[泪][泪][泪]。。。【我的人生有一半的时间都在找东西】
99776,0,[哈哈]他不能变个证件吗？//@五岳散人:他就不能变个任意门。。。。抱歉，那是机器猫。。。//@他回精神病院了: 咱就不能变个刘谦吗？//@孔二狗: 他不能变个飞机吗？ //@刘春:他不能变个证件吗？//@法图麦的妈妈:[泪]
71555,0,//@泉州女一号: 这次下去基础学校招生我就发现，各校学生素质差别很大。充分说明了教育管理的步调不一致！[落叶]//@福广仔:干脆开除教师队伍。没有人性。//@泉州女一号:[怒]
7090,1,【女人的20种瘦身圣品 你知道吗？】：1、绿茶；2、丝瓜；3、冬瓜；4、黄瓜；5、紫菜；6、韭菜；7、海带；8、绿豆芽；9、辣椒；10、苹果；11、柠檬；12、白萝卜；13、醋；14、兔肉；15、赤小豆；16、大蒜；17、鸡胸肉；18、鹌鹑肉；19、荷叶茶；20、木耳。[爱你]
90521,0,[晕] //@一方乐土：@youyoujill //@人生若只如初见_回望：额~~[可怜]//@蔷薇之愿: 以后尽量少戴吧@涛司米 @人生若只如初见_回望
48754,1,回复@WB中国美丽婚礼:已经如火如茶（荼）的开始了！ //@WB中国美丽婚礼:有任何婚礼上的疑问，都交给我们[哈哈]
70303,0,[蜡烛]//@慕岩百合网: 冬冬的模样气质很“清华”，真是可惜啊[泪]，师弟走好~~[蜡烛]
41467,1,[哈哈][哈哈][哈哈] //@希金斯2228:只恨胳膊太短。。。[嘻嘻]
6115,1,回覆@opheliahui:美味的?西通常都好肥[嘻嘻] //@opheliahui:好美味不?好肥！[抓狂]
99208,0,回复@maxzw:[衰] //@maxzw:柳总心情大好，本周就自掏腰包包场踢球了，柳总很忙，我这星期就客串一会回他秘书了哈哈，最后一句，柳爷仗义！！！！！！！[嘻嘻]
2852,1,[爱你][爱你][爱你]@赏味传播
85903,0,我！想！滑！雪！[抓狂] 可是元旦人会暴多！挤死！[泪]
